0.232|10.8120|10.8120|8.9277|8.9277|7.0434|7.0434|7.0434|7.0434|14.4885|14.4885|21.9337|21.9337|12.4390|12.4390|2.9443|2.9443|3.1352|3.1352|2.3993|2.3993|1.3206|1.3206|0.7407|0.7407|0.5894|0.5894|0.9357|0.9357|0.5611|0.5611|1.3574|1.3574|0.7952|0.7952|0.6832|0.6832|0.7228|0.7228|0.5470|0.5470|1.0247|1.0247|2.3338|2.3338|4.2928|4.2928|3.1912|3.1912|2.4887|2.4887|2.6579|2.6579|2.5268|2.5268|0.7576|0.7576|0.2723|0.2723|0.1997|0.1997
0.255|0.2516|0.2516|2.3647|2.3647|4.4779|4.4779|4.4779|4.4779|15.7215|15.7215|26.9651|26.9651|16.8573|16.8573|6.7494|6.7494|4.1131|4.1131|1.5881|1.5881|1.5306|1.5306|1.3490|1.3490|1.2267|1.2267|0.8949|0.8949|1.2116|1.2116|1.0535|1.0535|1.0802|1.0802|0.7518|0.7518|0.8976|0.8976|0.5265|0.5265|0.9996|0.9996|1.6972|1.6972|3.1277|3.1277|2.6767|2.6767|2.2328|2.2328|2.2496|2.2496|1.8493|1.8493|0.6225|0.6225|0.1949|0.1949|0.1763|0.1763
0.279|5.4830|5.4830|6.4395|6.4395|7.3961|7.3961|7.3961|7.3961|17.1029|17.1029|26.8097|26.8097|15.9289|15.9289|5.0481|5.0481|3.7864|3.7864|1.5415|1.5415|0.6938|0.6938|0.7969|0.7969|0.8981|0.8981|1.2405|1.2405|0.7987|0.7987|0.8507|0.8507|0.4917|0.4917|0.4011|0.4011|0.5494|0.5494|0.6265|0.6265|1.2725|1.2725|1.3676|1.3676|2.2021|2.2021|1.7780|1.7780|2.3979|2.3979|1.9835|1.9835|1.7468|1.7468|0.5599|0.5599|0.1722|0.1722|0.1581|0.1581
0.302|5.2452|5.2452|6.4143|6.4143|7.5833|7.5833|7.5833|7.5833|18.4780|18.4780|29.3727|29.3727|17.1487|17.1487|4.9247|4.9247|4.3819|4.3819|2.6473|2.6473|1.6344|1.6344|1.2150|1.2150|1.0966|1.0966|0.8992|0.8992|1.0569|1.0569|0.8351|0.8351|0.4512|0.4512|0.6157|0.6157|0.5812|0.5812|0.3855|0.3855|0.9082|0.9082|1.2479|1.2479|2.6828|2.6828|1.4075|1.4075|1.4688|1.4688|1.6030|1.6030|1.4458|1.4458|0.5865|0.5865|0.1652|0.1652|0.1667|0.1667
0.325|3.2235|3.2235|5.0808|5.0808|6.9381|6.9381|6.9381|6.9381|19.0907|19.0907|31.2434|31.2434|17.4690|17.4690|3.6946|3.6946|5.2229|5.2229|5.0796|5.0796|2.4547|2.4547|1.9528|1.9528|1.5448|1.5448|1.5462|1.5462|0.8189|0.8189|0.9066|0.9066|0.5968|0.5968|0.7831|0.7831|0.6412|0.6412|0.5334|0.5334|1.0604|1.0604|1.3583|1.3583|2.6552|2.6552|1.4542|1.4542|2.5039|2.5039|1.7934|1.7934|1.6056|1.6056|0.5913|0.5913|0.1711|0.1711|0.1859|0.1859
0.348|6.8143|6.8143|8.4990|8.4990|10.1837|10.1837|10.1837|10.1837|20.1968|20.1968|30.2099|30.2099|16.7121|16.7121|3.2142|3.2142|3.8195|3.8195|3.0216|3.0216|1.6561|1.6561|1.0713|1.0713|0.6319|0.6319|1.3122|1.3122|0.9669|0.9669|0.6085|0.6085|0.3801|0.3801|0.2937|0.2937|0.3841|0.3841|0.4325|0.4325|0.8632|0.8632|0.9147|0.9147|1.7642|1.7642|1.3531|1.3531|1.5996|1.5996|1.2878|1.2878|1.2202|1.2202|0.3769|0.3769|0.1122|0.1122|0.1121|0.1121
0.372|0.5526|0.5526|2.9990|2.9990|5.4453|5.4453|5.4453|5.4453|20.2288|20.2288|35.0122|35.0122|21.4957|21.4957|7.9793|7.9793|5.4990|5.4990|2.7854|2.7854|1.9037|1.9037|1.2888|1.2888|1.5201|1.5201|1.1584|1.1584|1.1038|1.1038|0.8635|0.8635|0.5601|0.5601|0.4827|0.4827|0.4928|0.4928|0.3513|0.3513|0.5793|0.5793|0.7788|0.7788|1.7603|1.7603|1.2962|1.2962|1.4748|1.4748|0.9971|0.9971|0.9755|0.9755|0.3158|0.3158|0.1054|0.1054|0.1115|0.1115
0.395|5.7300|5.7300|7.1085|7.1085|8.4869|8.4869|8.4869|8.4869|21.1156|21.1156|33.7442|33.7442|20.4204|20.4204|7.0967|7.0967|4.6843|4.6843|1.6644|1.6644|1.0570|1.0570|0.8655|0.8655|0.6610|0.6610|0.7284|0.7284|0.8676|0.8676|0.6147|0.6147|0.3482|0.3482|0.3712|0.3712|0.3976|0.3976|0.2856|0.2856|0.3996|0.3996|0.6209|0.6209|1.1941|1.1941|1.0808|1.0808|0.8896|0.8896|0.7570|0.7570|0.7150|0.7150|0.2187|0.2187|0.0664|0.0664|0.0639|0.0639
0.418|6.1833|6.1833|7.5098|7.5098|8.8364|8.8364|8.8364|8.8364|21.0813|21.0813|33.3261|33.3261|19.6643|19.6643|6.0025|6.0025|4.6471|4.6471|2.0996|2.0996|1.6266|1.6266|1.5125|1.5125|0.9221|0.9221|0.7694|0.7694|0.4110|0.4110|0.3575|0.3575|0.2976|0.2976|0.2373|0.2373|0.3882|0.3882|0.2065|0.2065|0.3304|0.3304|0.4393|0.4393|1.0578|1.0578|0.8759|0.8759|0.6785|0.6785|0.6600|0.6600|0.5346|0.5346|0.2129|0.2129|0.1138|0.1138|0.0668|0.0668
0.441|2.1640|2.1640|4.1663|4.1663|6.1686|6.1686|6.1686|6.1686|19.4439|19.4439|32.7192|32.7192|18.4864|18.4864|4.2536|4.2536|5.8067|5.8067|5.9960|5.9960|2.6213|2.6213|1.6463|1.6463|1.5517|1.5517|1.3561|1.3561|1.0285|1.0285|0.7272|0.7272|0.6217|0.6217|0.4356|0.4356|0.3162|0.3162|0.3267|0.3267|0.2474|0.2474|0.3154|0.3154|0.5689|0.5689|0.3964|0.3964|0.4528|0.4528|0.4690|0.4690|0.4299|0.4299|0.1290|0.1290|0.0535|0.0535|0.0475|0.0475
0.464|6.5735|6.5735|7.9647|7.9647|9.3559|9.3559|9.3559|9.3559|18.5646|18.5646|27.7733|27.7733|15.2536|15.2536|2.7339|2.7339|3.6989|3.6989|3.4619|3.4619|1.5166|1.5166|0.7779|0.7779|0.3832|0.3832|0.2925|0.2925|0.2354|0.2354|0.1396|0.1396|0.0872|0.0872|0.0922|0.0922|0.1049|0.1049|0.1064|0.1064|0.0840|0.0840|0.1982|0.1982|0.4289|0.4289|0.2389|0.2389|0.2609|0.2609|0.2380|0.2380|0.2778|0.2778|0.0786|0.0786|0.0287|0.0287|0.0276|0.0276
0.488|1.5425|1.5425|3.1818|3.1818|4.8211|4.8211|4.8211|4.8211|17.1266|17.1266|29.4322|29.4322|17.9153|17.9153|6.3985|6.3985|4.7147|4.7147|2.0729|2.0729|1.7143|1.7143|1.5556|1.5556|1.0585|1.0585|0.8394|0.8394|0.6929|0.6929|0.5819|0.5819|0.4110|0.4110|0.3707|0.3707|0.2694|0.2694|0.2234|0.2234|0.1955|0.1955|0.2171|0.2171|0.3453|0.3453|0.2493|0.2493|0.2222|0.2222|0.1960|0.1960|0.1849|0.1849|0.0588|0.0588|0.0300|0.0300|0.0248|0.0248
0.511|2.6873|2.6873|3.8377|3.8377|4.9880|4.9880|4.9880|4.9880|16.0067|16.0067|27.0254|27.0254|16.6155|16.6155|6.2056|6.2056|3.8601|3.8601|1.7394|1.7394|1.0100|1.0100|0.5519|0.5519|0.5710|0.5710|0.5355|0.5355|0.4208|0.4208|0.3195|0.3195|0.2588|0.2588|0.1904|0.1904|0.1973|0.1973|0.1397|0.1397|0.1583|0.1583|0.1772|0.1772|0.3473|0.3473|0.1607|0.1607|0.1727|0.1727|0.1672|0.1672|0.1634|0.1634|0.0578|0.0578|0.0251|0.0251|0.0265|0.0265
0.534|4.9872|4.9872|5.9451|5.9451|6.9029|6.9029|6.9029|6.9029|14.7524|14.7524|22.6019|22.6019|12.8496|12.8496|3.0972|3.0972|2.8888|2.8888|1.4872|1.4872|1.1347|1.1347|0.9233|0.9233|0.2931|0.2931|0.1911|0.1911|0.1325|0.1325|0.0727|0.0727|0.0610|0.0610|0.0613|0.0613|0.0598|0.0598|0.0338|0.0338|0.0718|0.0718|0.1232|0.1232|0.2259|0.2259|0.1368|0.1368|0.1391|0.1391|0.1140|0.1140|0.1213|0.1213|0.0404|0.0404|0.0105|0.0105|0.0101|0.0101
0.557|0.9850|0.9850|2.2080|2.2080|3.4309|3.4309|3.4309|3.4309|13.0864|13.0864|22.7419|22.7419|12.6327|12.6327|2.5235|2.5235|3.8962|3.8962|4.2117|4.2117|1.8901|1.8901|1.1340|1.1340|1.3132|1.3132|0.9957|0.9957|0.7181|0.7181|0.5258|0.5258|0.3879|0.3879|0.3212|0.3212|0.2456|0.2456|0.1979|0.1979|0.2005|0.2005|0.1535|0.1535|0.1731|0.1731|0.1724|0.1724|0.1327|0.1327|0.1063|0.1063|0.0989|0.0989|0.0499|0.0499|0.0308|0.0308|0.0280|0.0280
0.580|3.0976|3.0976|3.8836|3.8836|4.6697|4.6697|4.6697|4.6697|12.7646|12.7646|20.8595|20.8595|12.1094|12.1094|3.3594|3.3594|3.2697|3.2697|2.6441|2.6441|1.2907|1.2907|0.7161|0.7161|0.7743|0.7743|0.4467|0.4467|0.3807|0.3807|0.2799|0.2799|0.2027|0.2027|0.1596|0.1596|0.1320|0.1320|0.1103|0.1103|0.1100|0.1100|0.0942|0.0942|0.1542|0.1542|0.0943|0.0943|0.0940|0.0940|0.0839|0.0839|0.0709|0.0709|0.0306|0.0306|0.0160|0.0160|0.0147|0.0147
0.604|3.2093|3.2093|3.9153|3.9153|4.6212|4.6212|4.6212|4.6212|12.2170|12.2170|19.8127|19.8127|11.6011|11.6011|3.3894|3.3894|2.3608|2.3608|1.0976|1.0976|1.1438|1.1438|0.8267|0.8267|0.4352|0.4352|0.4635|0.4635|0.2041|0.2041|0.1936|0.1936|0.1404|0.1404|0.1242|0.1242|0.0863|0.0863|0.0694|0.0694|0.0751|0.0751|0.0648|0.0648|0.0996|0.0996|0.0669|0.0669|0.0545|0.0545|0.0553|0.0553|0.0511|0.0511|0.0172|0.0172|0.0092|0.0092|0.0086|0.0086
0.627|1.1620|1.1620|2.0887|2.0887|3.0154|3.0154|3.0154|3.0154|11.9494|11.9494|20.8835|20.8835|12.5264|12.5264|4.1694|4.1694|2.8963|2.8963|2.0567|2.0567|1.0095|1.0095|0.4289|0.4289|0.4396|0.4396|0.5264|0.5264|0.4174|0.4174|0.2558|0.2558|0.1887|0.1887|0.1589|0.1589|0.1289|0.1289|0.0959|0.0959|0.0841|0.0841|0.0772|0.0772|0.0567|0.0567|0.0669|0.0669|0.0483|0.0483|0.0470|0.0470|0.0350|0.0350|0.0230|0.0230|0.0165|0.0165|0.0154|0.0154
0.650|2.5099|2.5099|3.3192|3.3192|4.1286|4.1286|4.1286|4.1286|12.3147|12.3147|20.5007|20.5007|11.4245|11.4245|2.3483|2.3483|2.3134|2.3134|1.3023|1.3023|1.3654|1.3654|1.2551|1.2551|0.8030|0.8030|0.6892|0.6892|0.5052|0.5052|0.4105|0.4105|0.3168|0.3168|0.2643|0.2643|0.1999|0.1999|0.1536|0.1536|0.1268|0.1268|0.0985|0.0985|0.0945|0.0945|0.0691|0.0691|0.0530|0.0530|0.0497|0.0497|0.0406|0.0406|0.0287|0.0287|0.0243|0.0243|0.0226|0.0226
0.673|3.8817|3.8817|4.6833|4.6833|5.4849|5.4849|5.4849|5.4849|13.2734|13.2734|21.0619|21.0619|11.8364|11.8364|2.6110|2.6110|2.1124|2.1124|1.7125|1.7125|1.2818|1.2818|0.6044|0.6044|0.5833|0.5833|0.3392|0.3392|0.2346|0.2346|0.1745|0.1745|0.1296|0.1296|0.0990|0.0990|0.0799|0.0799|0.0604|0.0604|0.0505|0.0505|0.0459|0.0459|0.0388|0.0388|0.0261|0.0261|0.0253|0.0253|0.0214|0.0214|0.0175|0.0175|0.0108|0.0108|0.0094|0.0094|0.0087|0.0087
0.697|1.8928|1.8928|3.0037|3.0037|4.1147|4.1147|4.1147|4.1147|14.3277|14.3277|24.5407|24.5407|14.5439|14.5439|4.5471|4.5471|3.5872|3.5872|2.7994|2.7994|1.5938|1.5938|0.7229|0.7229|0.8992|0.8992|0.6401|0.6401|0.5013|0.5013|0.3700|0.3700|0.2817|0.2817|0.2312|0.2312|0.1842|0.1842|0.1435|0.1435|0.1170|0.1170|0.0942|0.0942|0.0787|0.0787|0.0610|0.0610|0.0489|0.0489|0.0409|0.0409|0.0294|0.0294|0.0259|0.0259|0.0224|0.0224|0.0209|0.0209
0.720|3.7501|3.7501|4.8816|4.8816|6.0131|6.0131|6.0131|6.0131|15.6791|15.6791|25.3451|25.3451|14.2698|14.2698|3.1945|3.1945|3.0378|3.0378|2.4110|2.4110|2.0011|2.0011|1.3843|1.3843|1.0354|1.0354|0.7262|0.7262|0.5761|0.5761|0.4305|0.4305|0.3280|0.3280|0.2595|0.2595|0.2078|0.2078|0.1623|0.1623|0.1329|0.1329|0.1049|0.1049|0.0841|0.0841|0.0686|0.0686|0.0534|0.0534|0.0427|0.0427|0.0369|0.0369|0.0302|0.0302|0.0258|0.0258|0.0240|0.0240
0.743|5.0757|5.0757|6.3082|6.3082|7.5408|7.5408|7.5408|7.5408|17.4748|17.4748|27.4088|27.4088|15.4609|15.4609|3.5130|3.5130|3.4436|3.4436|3.3660|3.3660|1.4536|1.4536|0.3902|0.3902|0.3900|0.3900|0.3899|0.3899|0.3306|0.3306|0.2214|0.2214|0.1759|0.1759|0.1431|0.1431|0.1079|0.1079|0.0844|0.0844|0.0688|0.0688|0.0545|0.0545|0.0427|0.0427|0.0371|0.0371|0.0278|0.0278|0.0228|0.0228|0.0193|0.0193|0.0157|0.0157|0.0135|0.0135|0.0126|0.0126
0.766|0.7266|0.7266|2.8295|2.8295|4.9323|4.9323|4.9323|4.9323|18.7276|18.7276|32.5229|32.5229|19.6932|19.6932|6.8635|6.8635|4.3336|4.3336|1.8122|1.8122|2.1270|2.1270|1.6392|1.6392|1.2806|1.2806|0.9922|0.9922|0.7598|0.7598|0.6144|0.6144|0.4732|0.4732|0.3898|0.3898|0.3029|0.3029|0.2349|0.2349|0.1928|0.1928|0.1527|0.1527|0.1186|0.1186|0.0962|0.0962|0.0778|0.0778|0.0622|0.0622|0.0521|0.0521|0.0433|0.0433|0.0371|0.0371|0.0345|0.0345
0.789|5.7946|5.7946|6.7344|6.7344|7.6743|7.6743|7.6743|7.6743|20.6472|20.6472|33.6202|33.6202|20.5535|20.5535|7.4869|7.4869|7.1023|7.1023|7.4412|7.4412|4.0083|4.0083|3.3316|3.3316|2.1971|2.1971|2.1274|2.1274|1.7598|1.7598|0.9771|0.9771|0.6498|0.6498|0.3084|0.3084|0.2391|0.2391|0.2785|0.2785|0.1788|0.1788|0.1631|0.1631|0.2178|0.2178|0.1344|0.1344|0.0582|0.0582|0.0377|0.0377|0.0201|0.0201|0.0155|0.0155|0.0129|0.0129|0.0120|0.0120
0.813|7.9237|7.9237|9.0453|9.0453|10.1669|10.1669|10.1669|10.1669|22.4714|22.4714|34.7760|34.7760|19.7726|19.7726|4.7693|4.7693|5.1636|5.1636|6.3803|6.3803|4.7464|4.7464|5.3335|5.3335|4.8721|4.8721|2.3571|2.3571|1.6680|1.6680|0.9792|0.9792|0.5923|0.5923|0.2309|0.2309|0.2741|0.2741|0.2313|0.2313|0.1385|0.1385|0.1595|0.1595|0.2263|0.2263|0.2011|0.2011|0.0696|0.0696|0.0395|0.0395|0.0225|0.0225|0.0170|0.0170|0.0138|0.0138|0.0129|0.0129
0.836|0.9641|0.9641|3.8965|3.8965|6.8289|6.8289|6.8289|6.8289|23.2507|23.2507|39.6725|39.6725|22.7003|22.7003|5.7282|5.7282|9.0773|9.0773|7.3201|7.3201|3.9699|3.9699|5.7920|5.7920|7.2895|7.2895|2.4608|2.4608|1.4491|1.4491|0.7628|0.7628|0.7363|0.7363|0.4714|0.4714|0.3978|0.3978|0.3272|0.3272|0.2559|0.2559|0.2303|0.2303|0.2639|0.2639|0.1657|0.1657|0.1094|0.1094|0.0765|0.0765|0.0639|0.0639|0.0529|0.0529|0.0452|0.0452|0.0421|0.0421
0.859|8.1285|8.1285|10.2319|10.2319|12.3353|12.3353|12.3353|12.3353|25.3052|25.3052|38.2751|38.2751|21.7228|21.7228|5.1705|5.1705|4.9164|4.9164|5.1973|5.1973|4.6032|4.6032|7.3600|7.3600|10.5509|10.5509|2.4223|2.4223|0.9426|0.9426|1.2932|1.2932|0.6180|0.6180|0.5210|0.5210|0.3867|0.3867|0.2251|0.2251|0.1984|0.1984|0.1870|0.1870|0.1872|0.1872|0.1191|0.1191|0.0768|0.0768|0.0652|0.0652|0.0550|0.0550|0.0439|0.0439|0.0374|0.0374|0.0348|0.0348
0.882|4.9137|4.9137|7.0919|7.0919|9.2700|9.2700|9.2700|9.2700|26.2171|26.2171|43.1642|43.1642|26.3035|26.3035|9.4427|9.4427|8.4478|8.4478|6.3626|6.3626|4.6239|4.6239|10.8438|10.8438|14.5265|14.5265|4.0755|4.0755|2.6228|2.6228|2.1685|2.1685|0.9970|0.9970|0.7542|0.7542|0.6234|0.6234|0.4715|0.4715|0.3421|0.3421|0.3047|0.3047|0.2420|0.2420|0.1960|0.1960|0.1499|0.1499|0.1209|0.1209|0.1020|0.1020|0.0851|0.0851|0.0723|0.0723|0.0673|0.0673
0.906|8.2249|8.2249|10.1736|10.1736|12.1224|12.1224|12.1224|12.1224|27.3151|27.3151|42.5078|42.5078|25.1308|25.1308|7.7538|7.7538|8.7069|8.7069|7.8001|7.8001|6.1777|6.1777|13.9059|13.9059|16.0973|16.0973|3.7820|3.7820|1.9855|1.9855|1.7170|1.7170|1.0224|1.0224|0.6724|0.6724|0.5989|0.5989|0.4929|0.4929|0.3309|0.3309|0.2478|0.2478|0.2157|0.2157|0.1558|0.1558|0.1282|0.1282|0.1019|0.1019|0.0876|0.0876|0.0703|0.0703|0.0604|0.0604|0.0563|0.0563
0.929|8.1857|8.1857|10.1746|10.1746|12.1636|12.1636|12.1636|12.1636|27.8716|27.8716|43.5796|43.5796|25.2522|25.2522|6.9249|6.9249|7.9498|7.9498|6.7780|6.7780|6.6660|6.6660|15.1650|15.1650|17.1498|17.1498|4.1052|4.1052|2.6562|2.6562|1.9374|1.9374|1.1911|1.1911|0.9642|0.9642|0.6379|0.6379|0.4753|0.4753|0.4432|0.4432|0.3212|0.3212|0.2476|0.2476|0.1893|0.1893|0.1572|0.1572|0.1241|0.1241|0.1030|0.1030|0.0858|0.0858|0.0734|0.0734|0.0683|0.0683
0.952|0.9375|0.9375|4.5338|4.5338|8.1302|8.1302|8.1302|8.1302|27.8450|27.8450|47.5598|47.5598|27.0029|27.0029|6.4461|6.4461|10.1274|10.1274|10.7965|10.7965|9.3743|9.3743|17.3657|17.3657|16.1937|16.1937|2.3864|2.3864|1.0034|1.0034|1.1158|1.1158|0.6381|0.6381|0.3553|0.3553|0.2354|0.2354|0.2002|0.2002|0.1502|0.1502|0.0942|0.0942|0.0652|0.0652|0.0372|0.0372|0.0377|0.0377|0.0377|0.0377|0.0149|0.0149|0.0111|0.0111|0.0095|0.0095|0.0089|0.0089
0.975|8.2468|8.2468|10.5814|10.5814|12.9160|12.9160|12.9160|12.9160|29.3941|29.3941|45.8722|45.8722|26.5920|26.5920|7.3117|7.3117|9.1715|9.1715|9.1217|9.1217|6.8649|6.8649|14.0176|14.0176|15.8921|15.8921|3.7439|3.7439|2.0116|2.0116|1.8310|1.8310|1.2365|1.2365|0.7288|0.7288|0.6735|0.6735|0.5281|0.5281|0.3457|0.3457|0.2787|0.2787|0.2205|0.2205|0.1716|0.1716|0.1420|0.1420|0.1099|0.1099|0.0910|0.0910|0.0757|0.0757|0.0648|0.0648|0.0603|0.0603
0.998|7.2487|7.2487|9.5702|9.5702|11.8917|11.8917|11.8917|11.8917|29.9985|29.9985|48.1053|48.1053|29.0687|29.0687|10.0320|10.0320|9.1888|9.1888|7.2944|7.2944|5.4812|5.4812|11.4912|11.4912|13.6908|13.6908|3.4999|3.4999|2.1911|2.1911|1.6813|1.6813|0.9239|0.9239|0.4863|0.4863|0.4884|0.4884|0.3549|0.3549|0.2836|0.2836|0.2286|0.2286|0.1893|0.1893|0.1536|0.1536|0.1281|0.1281|0.0904|0.0904|0.0783|0.0783|0.0654|0.0654|0.0558|0.0558|0.0519|0.0519
1.022|6.2298|6.2298|8.6363|8.6363|11.0427|11.0427|11.0427|11.0427|30.5332|30.5332|50.0238|50.0238|30.6482|30.6482|11.2726|11.2726|9.0192|9.0192|5.9683|5.9683|4.0829|4.0829|8.6860|8.6860|11.5838|11.5838|3.3540|3.3540|2.0726|2.0726|1.5994|1.5994|0.9517|0.9517|0.8576|0.8576|0.6775|0.6775|0.5539|0.5539|0.3982|0.3982|0.2929|0.2929|0.2375|0.2375|0.2012|0.2012|0.1574|0.1574|0.1217|0.1217|0.1042|0.1042|0.0862|0.0862|0.0737|0.0737|0.0686|0.0686
1.045|10.5222|10.5222|12.9070|12.9070|15.2918|15.2918|15.2918|15.2918|30.9746|30.9746|46.6575|46.6575|27.0522|27.0522|7.4470|7.4470|7.9099|7.9099|5.6206|5.6206|4.1192|4.1192|7.6325|7.6325|8.1160|8.1160|2.0909|2.0909|1.5994|1.5994|0.7129|0.7129|0.4909|0.4909|0.3218|0.3218|0.5851|0.5851|0.4799|0.4799|0.2154|0.2154|0.1697|0.1697|0.1361|0.1361|0.1386|0.1386|0.1006|0.1006|0.0726|0.0726|0.0538|0.0538|0.0441|0.0441|0.0380|0.0380|0.0355|0.0355
